hgnc_id	gene_symbol	mean_depmap_gene_effect_score	depmap_essential_05	depmap_essential_1	mgi_id	viability_impc	viability_mgi	viability_combined	lof_oe	lof_oe_lower	lof_oe_upper	shet_rgcme_mean	shet_rgcme_lower	shet_rgcme_upper	omim_description	omim_mendelian_phenotype_molecular_basis_known	mode_of_inheritance
HGNC:14450	LPIN2	0.094	n	n	MGI:1891341	subviable	lethal	lethal	0.45399	0.357	0.582	0.0183747476392622	0.0163389314217511	0.0206543190477125	Majeed syndrome, 609628 (3)	Majeed syndrome	-
HGNC:14451	LPIN3	0.009	n	n	MGI:1891342	viable	viable	viable	0.83031	0.694	0.997	0.00279457068468203	0.00264941708222626	0.00294891927937874	-	-	-
HGNC:6677	LPL	0.089	n	n	MGI:96820	-	lethal	lethal	0.82961	0.645	1.076	NA	NA	NA	Combined hyperlipidemia, familial, 144250 (3)|Lipoprotein lipase deficiency, 238600 (3)|[High density lipoprotein cholesterol level QTL 11], 238600 (3)	Combined hyperlipidemia, familial|Lipoprotein lipase deficiency	Autosomal dominant|Autosomal recessive
HGNC:6678	LPO	-0.115	n	n	MGI:1923363	viable	viable	viable	1.0134	0.836	1.235	0.00565066994927235	0.00517865852155007	0.00616054892472992	-	-	-
HGNC:6679	LPP	0.041	n	n	MGI:2441849	subviable	lethal	lethal	0.5754	0.437	0.766	0.0138671717666909	0.0120399225776022	0.0159162991465225	Leukemia, acute myeloid, 601626 (3)|Lipoma (3)	-	-
HGNC:14061	LPXN	0.08	n	n	MGI:2147677	viable	viable	viable	0.54724	0.387	0.788	0.0128256197976284	0.0107789903312332	0.0152758724723534	-	-	-
HGNC:6685	LRAT	0.03	n	n	MGI:1891259	subviable	lethal	lethal	0.73448	0.461	1.216	0.00826557192740913	0.00632711090986849	0.0107509136693686	Leber congenital amaurosis 14, 613341 (3)|Retinal dystrophy, early-onset severe, 613341 (3)|Retinitis pigmentosa, juvenile, 613341 (3)	Leber congenital amaurosis 14|Retinal dystrophy, early-onset severe|Retinitis pigmentosa, juvenile	Autosomal recessive
HGNC:20743	LRATD1	0.041	n	n	-	-	-	-	0.59773	0.35	1.078	0.0260690220593264	0.0179241139743625	0.0379645424072705	-	-	-
HGNC:24166	LRATD2	-0.045	n	n	MGI:3026924	viable	viable	viable	1.0568	0.706	1.613	0.0669737469432298	0.0332385165297273	0.132305814677939	-	-	-
HGNC:1742	LRBA	0.009	n	n	MGI:1933162	viable	viable	viable	0.42517	0.352	0.515	0.0368751512624262	0.0333481775610812	0.040791262895021	Immunodeficiency, common variable, 8, with autoimmunity, 614700 (3)	Immunodeficiency, common variable, 8, with autoimmunity	Autosomal recessive
HGNC:20309	LRCH1	0.091	n	n	MGI:2443390	viable	viable	viable	0.31893	0.217	0.478	0.01808216471346	0.0158475187653891	0.02065972991287	-	-	-
HGNC:29292	LRCH2	-0.036	n	n	MGI:2147870	viable	viable	viable	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:28637	LRCH3	-0.146	n	n	-	-	-	-	0.68947	0.547	0.875	0.00554869996165192	0.00517918667018517	0.00594288967388753	-	-	-
HGNC:6691	LRCH4	-0.089	n	n	-	-	-	-	0.69939	0.563	0.874	0.0228398335426352	0.0194662058409639	0.0267567986491846	-	-	-
HGNC:44160	LRCOL1	0.079	n	n	MGI:2686525	-	viable	viable	1.0118	0.711	1.469	0.00140041747450499	0.00128367291870924	0.00152824646081889	-	-	-
HGNC:29290	LRFN1	-0.061	n	n	MGI:2136810	viable	-	viable	0.7819	0.554	1.126	0.0962364869062559	0.0611960266838402	0.149305095629158	-	-	-
HGNC:21226	LRFN2	0.155	n	n	MGI:1917780	viable	viable	viable	0.49339	0.34	0.732	0.0577302698600466	0.0394117182660616	0.0846155143545165	-	-	-
HGNC:28370	LRFN3	-0.032	n	n	MGI:2442512	viable	viable	viable	0.66649	0.419	1.103	0.0609529950567484	0.0358364035912953	0.102144078368944	-	-	-
HGNC:28456	LRFN4	-0.081	n	n	MGI:2385612	-	viable	viable	0.49737	0.318	0.806	0.116765210259658	0.0703599405544767	0.192956260655231	-	-	-
HGNC:20360	LRFN5	0.112	n	n	-	-	-	-	0.4244	0.292	0.629	0.0290073017776703	0.0225716330025075	0.0373099178438751	-	-	-
HGNC:29480	LRG1	-0.023	n	n	MGI:1924155	viable	viable	viable	0.50403	0.168	1.748	NA	NA	NA	-	-	-
HGNC:21964	LRGUK	0.008	n	n	MGI:1921604	-	viable	viable	0.98644	0.79	1.24	0.00531485749650789	0.00493701196740319	0.00572828147701121	-	-	-
HGNC:30299	LRIF1	-0.176	n	n	MGI:2445214	viable	viable	viable	0.57383	0.432	0.771	0.0196839153180253	0.0162840550733565	0.0237800004387253	?Facioscapulohumeral muscular dystrophy 3, digenic, 619477 (3)	-	-
HGNC:17360	LRIG1	0.079	n	n	MGI:107935	-	viable	viable	0.50964	0.404	0.647	0.0334940422441761	0.0280798997014677	0.0398810865810098	-	-	-
HGNC:20889	LRIG2	-0.149	n	n	MGI:2443718	-	viable	viable	0.77954	0.642	0.951	0.0125156754133555	0.0113118359692551	0.0138609840915731	Urofacial syndrome 2, 615112 (3)	Urofacial syndrome 2	Autosomal recessive
HGNC:30991	LRIG3	-0.042	n	n	MGI:2443955	viable	viable	viable	0.66166	0.545	0.806	0.0157845249984027	0.0140916464739764	0.0176903314897149	-	-	-
HGNC:23404	LRIT1	-0.03	n	n	MGI:2385320	-	viable	viable	1.014	0.738	1.416	0.00301803756079965	0.00273554936510108	0.00333598805407145	-	-	-
HGNC:23443	LRIT2	0.082	n	n	-	-	-	-	0.97434	0.7	1.38	0.00366036089592936	0.0032282698670407	0.00415174564638794	-	-	-
HGNC:24783	LRIT3	0.103	n	n	MGI:2685267	viable	viable	viable	0.78832	0.554	1.146	0.0123540907815272	0.00978176771541201	0.0156066782587886	Night blindness, congenital stationary (complete), 1F, autosomal recessive, 615058 (3)	Night blindness, congenital stationary (complete), 1F, autosomal recessive	Autosomal recessive
HGNC:23405	LRMDA	0.009	n	n	MGI:1923883	viable	viable	viable	0.63938	0.437	0.959	0.0087775592315717	0.00751372400908117	0.0102844677338883	Albinism, oculocutaneous, type VII, 615179 (3)	Albinism, oculocutaneous, type VII	Autosomal recessive
HGNC:6692	LRP1	-0.137	n	n	MGI:96828	lethal	lethal	lethal	0.093754	0.074	0.118	0.511116122161196	0.381674111214585	0.681232346414729	?Keratosis pilaris atrophicans, 604093 (3)	-	-
HGNC:6693	LRP1B	-0.169	n	n	MGI:2151136	subviable	lethal	lethal	0.36704	0.321	0.419	0.0748163195570578	0.0665217304741251	0.0840780985397635	-	-	-
HGNC:6694	LRP2	-0.137	n	n	MGI:95794	-	lethal	lethal	0.30919	0.271	0.352	0.08107479093766	0.0722828787866261	0.0911613617175812	Donnai-Barrow syndrome, 222448 (3)	Donnai-Barrow syndrome	Autosomal recessive
HGNC:25434	LRP2BP	0.052	n	n	-	-	-	-	0.80234	0.58	1.128	0.00706201453250165	0.00623990627850784	0.00799764405787577	-	-	-
HGNC:6695	LRP3	0.069	n	n	-	-	-	-	0.98507	0.781	1.253	0.0185156746555962	0.0156531437398087	0.0219097296325966	-	-	-
HGNC:6696	LRP4	-0.124	n	n	MGI:2442252	-	lethal	lethal	0.42146	0.355	0.501	0.0407911239302752	0.0358157826605148	0.0463679983438986	?Myasthenic syndrome, congenital, 17, 616304 (3)|Cenani-Lenz syndactyly syndrome, 212780 (3)|Sclerosteosis 2, 614305 (3)	Cenani-Lenz syndactyly syndrome|Sclerosteosis 2	Autosomal recessive|Autosomal dominant, Autosomal recessive
HGNC:6697	LRP5	-0.175	n	n	MGI:1278315	-	lethal	lethal	0.38887	0.315	0.482	0.0310680101080629	0.0270027730208672	0.0357911866855551	Endosteal hyperostosis, 144750 (3)|Exudative vitreoretinopathy 4, 601813 (3)|Osteopetrosis, autosomal dominant 1, 607634 (3)|Osteoporosis-pseudoglioma syndrome, 259770 (3)|Polycystic liver disease 4 with or without kidney cysts, 617875 (3)|[Bone mineral density variability 1], 601884 (3)	Endosteal hyperostosis|Exudative vitreoretinopathy 4|Osteopetrosis, autosomal dominant 1|Osteoporosis-pseudoglioma syndrome|Polycystic liver disease 4 with or without kidney cysts	Autosomal dominant|Autosomal dominant, Autosomal recessive|Autosomal recessive
HGNC:6698	LRP6	0.012	n	n	MGI:1298218	-	lethal	lethal	0.20361	0.155	0.27	0.193711374858998	0.148010948362465	0.252784057697201	Tooth agenesis, selective, 7, 616724 (3)|{Coronary artery disease, autosomal dominant, 2}, 610947 (3)	Tooth agenesis, selective, 7	Autosomal dominant
HGNC:6700	LRP8	-0.107	n	n	MGI:1340044	-	viable	viable	0.40435	0.314	0.525	0.0435477729734397	0.035785328423631	0.0530181133222295	{Myocardial infarction, susceptibility to}, 608446 (3)	-	-
HGNC:14553	LRP10	0.002	n	n	-	-	-	-	0.68654	0.535	0.888	0.00666282489731402	0.00603481563408723	0.00735157177943278	-	-	-
HGNC:16936	LRP11	0.093	n	n	-	-	-	-	0.72986	0.513	1.061	0.0178160528599766	0.0148469737905858	0.0214182354118532	-	-	-
HGNC:31708	LRP12	0.006	n	n	-	-	-	-	0.18624	0.122	0.291	0.0561734202376478	0.0437091150885347	0.0718788614722578	Amyotrophic lateral sclerosis 28, 620452 (3)|Oculopharyngodistal myopathy 1, 164310 (3)	Amyotrophic lateral sclerosis 28|Oculopharyngodistal myopathy 1	Autosomal dominant
HGNC:6701	LRPAP1	-0.014	n	n	MGI:96829	-	lethal	lethal	1.0608	0.825	1.376	0.00849613047327191	0.00721972032594716	0.00998652489348275	Myopia 23, autosomal recessive, 615431 (3)	Myopia 23, autosomal recessive	Autosomal recessive
HGNC:15714	LRPPRC	-0.619	y	n	MGI:1919666	-	lethal	lethal	0.64321	0.515	0.809	0.029739596308799	0.0261521478804835	0.0339412623920572	Mitochondrial complex IV deficiency, nuclear type 5, (French-Canadian), 220111 (3)	Mitochondrial complex IV deficiency, nuclear type 5, (French-Canadian)	Autosomal recessive
HGNC:19742	LRR1	-2.31	y	y	MGI:1916956	lethal	lethal	lethal	0.92094	0.681	1.263	0.00241803956690491	0.00223229491070526	0.00261646466065572	-	-	-
HGNC:14307	LRRC1	-0.127	n	n	-	-	-	-	0.41806	0.279	0.644	0.0533143270986136	0.0412845029443686	0.0687169989260174	-	-	-
HGNC:14676	LRRC2	0.082	n	n	MGI:1921499	viable	viable	viable	0.66816	0.483	0.94	0.0063584656971428	0.00553162322451812	0.00730589646385596	-	-	-
HGNC:14965	LRRC3	0.072	n	n	MGI:2447899	viable	viable	viable	1.194	0.633	1.875	0.0118485443715061	0.00707171950971266	0.0198852974542796	-	-	-
HGNC:28105	LRRC3B	0.006	n	n	-	-	-	-	0.14779	0.059	0.465	0.0701617135690917	0.0311187594080318	0.154240889028059	-	-	-
HGNC:40034	LRRC3C	-0.147	n	n	-	-	-	-	0.87672	0.586	1.349	0.031561581355925	0.021911129763673	0.0456201396942539	-	-	-
HGNC:15586	LRRC4	0.06	n	n	MGI:2182081	-	viable	viable	0.27726	0.174	0.459	0.208178062525627	0.109843110935466	0.387845053127478	-	-	-
HGNC:25042	LRRC4B	-0.008	n	n	MGI:3027390	subviable	lethal	lethal	0.34815	0.121	1.505	0.136035447523356	0.0371306530372973	0.432348557410062	-	-	-
HGNC:29317	LRRC4C	0.013	n	n	MGI:2442636	-	viable	viable	0.1413	0.073	0.297	0.0630140094325334	0.0424830530026352	0.0928826075343367	-	-	-
HGNC:18531	LRRC7	-0.025	n	n	MGI:2676665	-	lethal	lethal	0.1337	0.09	0.203	0.511375788535236	0.303707155066272	0.835717874986724	-	-	-
HGNC:19027	LRRC8A	-0.028	n	n	MGI:2652847	lethal	lethal	lethal	0.4373	0.316	0.615	0.049798470075294	0.0360107523749901	0.0687603422818853	?Agammaglobulinemia 5, 613506 (3)	-	-
HGNC:30692	LRRC8B	-0.127	n	n	-	-	-	-	0.38542	0.276	0.546	0.0619504177586591	0.0442023131755232	0.0864123946149979	-	-	-
HGNC:25075	LRRC8C	-0.061	n	n	MGI:2140839	viable	lethal	lethal	0.35406	0.248	0.514	0.0274400536476806	0.0226102554658769	0.0333752889628445	-	-	-
HGNC:16992	LRRC8D	0.212	n	n	MGI:1922368	viable	viable	viable	0.34566	0.242	0.502	0.0817593563874043	0.0574547538504769	0.116160857328435	-	-	-
HGNC:26272	LRRC8E	-0.158	n	n	MGI:1919517	-	viable	viable	1.3675	0.798	1.907	0.0137561362045376	0.00860997196262945	0.021735074448139	-	-	-
HGNC:19848	LRRC9	-0.251	n	n	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:20264	LRRC10	-0.029	n	n	MGI:2448063	viable	lethal	lethal	0.47424	0.259	0.936	0.016906226800542	0.0111952323702706	0.0255610020129241	-	-	-
HGNC:37215	LRRC10B	-0.159	n	n	-	-	-	-	1.1053	0.39	1.894	0.00937766040798134	0.00485778159190572	0.0177477238302411	-	-	-
HGNC:20419	LRRC14	-0.012	n	n	-	-	-	-	0.69624	0.475	1.044	0.0164345520527987	0.0132932593824365	0.0203523796790704	-	-	-
HGNC:37268	LRRC14B	0.086	n	n	-	-	-	-	1.6365	1.167	1.946	0.002095695956124	0.00190991070445488	0.00230080931970767	-	-	-
HGNC:20818	LRRC15	-0.078	n	n	MGI:1921738	viable	viable	viable	1.1358	0.658	1.825	0.00623980819502722	0.00447315925552012	0.00873446368706325	-	-	-
HGNC:16895	LRRC17	-0.005	n	n	MGI:1921761	viable	viable	viable	0.77624	0.587	1.038	0.0106071517032539	0.008987346007629	0.0125333733270475	-	-	-
HGNC:23199	LRRC18	0.078	n	n	-	-	-	-	0.95164	0.618	1.507	0.012727535114514	0.00894568664547166	0.0179637544342282	-	-	-
HGNC:23379	LRRC19	0.143	n	n	MGI:2140219	-	viable	viable	0.65564	0.443	0.996	0.0114022487437907	0.00925777646947324	0.0140502224581742	-	-	-
HGNC:23421	LRRC20	0.004	n	n	MGI:2387182	viable	-	viable	0.71204	0.447	1.178	0.00712162456627907	0.00577807566917755	0.00871762251190504	-	-	-
HGNC:19138	LRRC23	0.045	n	n	MGI:1315192	viable	viable	viable	0.71255	0.527	0.977	0.0078752917848214	0.00696506708371136	0.00890665457337786	-	-	-
HGNC:28947	LRRC24	0.002	n	n	-	-	-	-	1.4021	0.948	1.891	0.0179492757590171	0.0130695829005826	0.0247413232202154	-	-	-
HGNC:29806	LRRC25	0.085	n	n	MGI:2445284	-	viable	viable	0.28687	0.156	0.566	0.0729729891124386	0.04664006466578	0.114141052366542	-	-	-
HGNC:31409	LRRC26	0.088	n	n	MGI:2385129	-	viable	viable	2.8134	1.438	1.986	0.01134538851355	0.00841608287924735	0.0153200758709315	-	-	-
HGNC:29346	LRRC27	0.086	n	n	-	-	-	-	1.0583	0.848	1.33	NA	NA	NA	-	-	-
HGNC:28355	LRRC28	-0.116	n	n	-	-	-	-	0.71282	0.522	0.989	0.00942236246534715	0.00828423828578901	0.0107536093365933	-	-	-
HGNC:30219	LRRC30	-0.024	n	n	MGI:2685172	viable	viable	viable	0.65258	0.402	1.107	0.0165487862304373	0.012020002473753	0.0226561068547728	-	-	-
HGNC:26261	LRRC31	0.05	n	n	-	-	-	-	0.748	0.568	0.996	0.00920768351736913	0.00796818157904347	0.0106574714468298	-	-	-
HGNC:4161	LRRC32	-0.025	n	n	MGI:93882	-	lethal	lethal	0.35627	0.194	0.703	0.0503922184325016	0.0318161049405925	0.0799083744857914	Cleft palate, proliferative retinopathy, and developmental delay, 619074 (3)	Cleft palate, proliferative retinopathy, and developmental delay	Autosomal recessive
HGNC:28408	LRRC34	-0.044	n	n	-	-	-	-	0.84522	0.628	1.152	0.00209408864569851	0.00196399350160149	0.00223270871247725	-	-	-
HGNC:25615	LRRC36	-0.017	n	n	MGI:2448585	-	viable	viable	0.69485	0.54	0.902	0.00595350293029814	0.00546240117549707	0.00648086876004524	-	-	-
HGNC:29069	LRRC37A	NA	-	-	-	-	-	-	0.31976	0.112	1.425	NA	NA	NA	-	-	-
HGNC:32404	LRRC37A2	-0.42	n	n	-	-	-	-	0.28466	0.161	0.535	NA	NA	NA	-	-	-
HGNC:32427	LRRC37A3	-0.406	n	n	-	-	-	-	0.3322	0.235	0.478	NA	NA	NA	-	-	-
HGNC:29070	LRRC37B	-0.327	n	n	-	-	-	-	0.27013	0.187	0.396	0.0314657676071919	0.0263059442696774	0.0376058221529944	-	-	-
HGNC:27005	LRRC38	0.278	n	n	MGI:2442845	viable	viable	viable	0.29123	0.151	0.612	0.0190502439681373	0.0132051425711008	0.0273163406687014	-	-	-
HGNC:28228	LRRC39	-0.084	n	n	-	-	-	-	0.90307	0.681	1.213	0.00252729145654652	0.00235849664822693	0.00271035653311231	-	-	-
HGNC:26004	LRRC40	-0.039	n	n	-	-	-	-	1.0016	0.704	1.454	0.00909802117003992	0.00820639979726386	0.0100980344803528	-	-	-
HGNC:16917	LRRC41	-0.038	n	n	MGI:2441984	viable	viable	viable	0.26218	0.178	0.393	0.118946782815202	0.0838344620570341	0.168984497899764	-	-	-
HGNC:28792	LRRC42	-0.04	n	n	-	-	-	-	0.85032	0.626	1.173	0.00317648639478277	0.00294641022890042	0.00342176271051627	-	-	-
HGNC:28562	LRRC43	-0.132	n	n	-	-	-	-	1.0086	0.82	1.248	0.00180367637213044	0.00171135359515755	0.00190126419644186	-	-	-
HGNC:28302	LRRC45	-0.16	n	n	-	-	-	-	1.0704	0.89	1.294	0.00680462282972675	0.00622252045197375	0.00743309238354184	-	-	-
HGNC:25047	LRRC46	-0.104	n	n	MGI:1916547	-	viable	viable	0.61969	0.419	0.941	0.0281370496586781	0.0198684784023789	0.0397631139872786	-	-	-
HGNC:29207	LRRC47	0.091	n	n	-	-	-	-	0.92801	0.687	1.272	0.0260548515759764	0.0201336680648629	0.0335694008173875	-	-	-
HGNC:25965	LRRC49	-0.089	n	n	MGI:2442689	subviable	lethal	lethal	0.57313	0.399	0.841	0.0154484030588097	0.013454905617052	0.0177329564003091	-	-	-
HGNC:55526	LRRC51	0.069	n	n	MGI:1916608	viable	viable	viable	0.45003	0.27	0.785	NA	NA	NA	-	-	-
HGNC:32156	LRRC52	0.11	n	n	MGI:1924118	-	viable	viable	0.96959	0.655	1.47	0.00514061202224959	0.00429548393281656	0.00614695893912302	-	-	-
HGNC:25255	LRRC53	0.131	n	n	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:32324	LRRC55	-0.013	n	n	MGI:2685197	viable	-	viable	0.55132	0.346	0.913	0.0215037146216975	0.0166165389499256	0.0279351152187908	-	-	-
HGNC:25430	LRRC56	-0.048	n	n	MGI:1917802	viable	viable	viable	0.93883	0.726	1.226	0.0043293488719623	0.00389883146907857	0.00479766499428431	Ciliary dyskinesia, primary, 39, 618254 (3)	Ciliary dyskinesia, primary, 39	Autosomal recessive
HGNC:26719	LRRC57	-0.121	n	n	-	-	-	-	0.57164	0.359	0.946	0.0225604888151596	0.0167855997009041	0.0302369503423101	-	-	-
HGNC:26968	LRRC58	-0.064	n	n	-	-	-	-	0.67917	0.441	1.08	0.0321630997779781	0.0239855027152401	0.0431857426665465	-	-	-
HGNC:28817	LRRC59	-0.103	n	n	-	-	-	-	0.52765	0.364	0.782	0.0409369763358533	0.0285820015877926	0.0584209121293453	-	-	-
HGNC:21704	LRRC61	0.169	n	n	-	-	-	-	0.78107	0.508	1.242	0.00438143897754662	0.00383349050841084	0.0050202019992139	-	-	-
HGNC:34296	LRRC63	0.047	n	n	-	-	-	-	0.95118	0.704	1.304	0.00968348439486762	0.00845459561773924	0.0110902538615613	-	-	-
HGNC:34299	LRRC66	0.019	n	n	-	-	-	-	1.1037	0.821	1.504	0.0017016085212946	0.0015510824166543	0.0018662778832337	-	-	-
HGNC:34303	LRRC69	NA	-	-	MGI:1920564	viable	-	viable	1.0616	0.763	1.503	NA	NA	NA	-	-	-
HGNC:35155	LRRC70	0.124	n	n	-	-	-	-	0.68826	0.511	0.938	0.00529749348204484	0.00477817791519525	0.00586916102456068	-	-	-
HGNC:26556	LRRC71	-0.24	n	n	MGI:1921735	viable	viable	viable	0.87071	0.701	1.088	NA	NA	NA	-	-	-
HGNC:42972	LRRC72	0.188	n	n	-	-	-	-	1.2465	0.84	1.805	0.00537779365476203	0.00487577189082189	0.00593914971831131	-	-	-
HGNC:21375	LRRC73	-0.221	n	n	-	-	-	-	0.60608	0.409	0.921	0.0211702148410955	0.0155151475004878	0.0288443119528991	-	-	-
HGNC:23346	LRRC74A	-0.044	n	n	-	-	-	-	0.67477	0.481	0.964	0.00270168878816537	0.00252868425150584	0.00288404837414847	-	-	-
HGNC:34301	LRRC74B	-0.249	n	n	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:32403	LRRC75A	-0.028	n	n	-	-	-	-	0.58175	0.372	0.943	0.0544056943038324	0.0348007779678161	0.0846693667923368	-	-	-
HGNC:33155	LRRC75B	-0.127	n	n	-	-	-	-	1.1022	0.703	1.726	0.00185858408983909	0.00168177226940111	0.00205019576009265	-	-	-
HGNC:29373	LRRCC1	0.107	n	n	MGI:1918960	viable	viable	viable	0.86388	0.702	1.069	0.00929784813390802	0.00851853696709271	0.0101460962578487	-	-	-
HGNC:34300	LRRD1	0.038	n	n	-	-	-	-	0.73549	0.565	0.968	NA	NA	NA	-	-	-
HGNC:6702	LRRFIP1	-0.093	n	n	MGI:1342770	subviable	lethal	lethal	0.61659	0.472	0.814	0.020848733426338	0.0180330805556703	0.0240989383049913	-	-	-
HGNC:6703	LRRFIP2	0.105	n	n	-	-	-	-	0.92557	0.752	1.146	0.00836766955055928	0.00779802202287512	0.00897556126847424	-	-	-
HGNC:25708	LRRIQ1	0.02	n	n	-	-	-	-	0.97831	0.841	1.141	0.0051383905106427	0.00489562542213433	0.00539426914387842	-	-	-
HGNC:28318	LRRIQ3	0.039	n	n	-	-	-	-	1.2647	1.005	1.604	0.00203970108285951	0.001933057160187	0.00215688039252887	-	-	-
HGNC:34298	LRRIQ4	0.015	n	n	-	-	-	-	0.5552	0.404	0.775	0.0138597543073317	0.0114801219987723	0.016633480090115	-	-	-
HGNC:18608	LRRK1	-0.015	n	n	MGI:2142227	viable	lethal	lethal	0.53737	0.458	0.631	0.0284924821242265	0.0253196329213897	0.0320230455654693	Osteosclerotic metaphyseal dysplasia, 615198 (3)	Osteosclerotic metaphyseal dysplasia	Autosomal recessive
HGNC:18618	LRRK2	-0.176	n	n	MGI:1913975	viable	lethal	lethal	0.68901	0.61	0.779	0.0104523268008485	0.00988827702537314	0.0110527953562044	{Parkinson disease 8}, 607060 (3)	-	-
HGNC:20980	LRRN1	0.105	n	n	MGI:106038	-	viable	viable	0.31596	0.205	0.502	0.0599625030116668	0.0416249437390481	0.0862919477914047	-	-	-
HGNC:16914	LRRN2	-0.059	n	n	MGI:106037	-	viable	viable	0.33057	0.217	0.517	0.102163943655762	0.0642164562499164	0.162401686706538	-	-	-
HGNC:17200	LRRN3	-0.005	n	n	MGI:106036	viable	viable	viable	0.3637	0.242	0.56	0.039992509628199	0.0304079232528486	0.0525145486199451	-	-	-
HGNC:16208	LRRN4	0.078	n	n	MGI:2445154	-	viable	viable	1.5815	1.142	1.934	0.00487881400769453	0.00415793921212586	0.00572513897649423	-	-	-
HGNC:33724	LRRN4CL	-0.116	n	n	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:19408	LRRTM1	-0.018	n	n	MGI:2389173	viable	viable	viable	0.21607	0.126	0.39	0.115581434552961	0.0640592970838699	0.205697041342971	-	-	-
HGNC:19409	LRRTM2	0.051	n	n	MGI:2389174	viable	viable	viable	0.35295	0.232	0.552	0.11900333104748	0.0740640794907632	0.190737498334683	-	-	-
HGNC:19410	LRRTM3	0.005	n	n	MGI:2389177	viable	viable	viable	0.51341	0.371	0.722	0.0274605912274553	0.021954106469608	0.0344949860572809	-	-	-
HGNC:19411	LRRTM4	0.006	n	n	MGI:2389180	-	viable	viable	0.49686	0.361	0.694	0.0662866300414707	0.0461824460695561	0.0948058838716158	-	-	-
HGNC:25135	LRSAM1	-0.022	n	n	MGI:2684789	viable	viable	viable	0.79751	0.675	0.945	0.0106040480529515	0.00964601661346454	0.0116501776320303	Charcot-Marie-Tooth disease, axonal, type 2P, 614436 (3)	Charcot-Marie-Tooth disease, axonal, type 2P	Autosomal dominant, Autosomal recessive
HGNC:25023	LRTM1	-0.073	n	n	-	-	-	-	1.0681	0.815	1.416	0.00249642265946642	0.00231177214077538	0.00269639296809267	-	-	-
HGNC:32443	LRTM2	0.104	n	n	MGI:2141485	-	viable	viable	0.69647	0.48	1.033	0.0549014798662426	0.0363518994187571	0.0837848580159243	-	-	-
HGNC:21769	LRWD1	-0.066	n	n	MGI:1918985	viable	-	viable	1.1183	0.928	1.353	0.00596569731127964	0.00543474879664965	0.00655547014016677	-	-	-
HGNC:6705	LSAMP	0.087	n	n	MGI:1261760	-	viable	viable	0.1791	0.101	0.336	0.233489408463086	0.113960440255169	0.471200307490101	-	-	-
HGNC:25652	LSG1	-1.023	y	y	MGI:107236	lethal	lethal	lethal	0.66814	0.533	0.844	0.00518760989257761	0.0048277018034185	0.00558246474687401	-	-	-
HGNC:20472	LSM1	-0.007	n	n	MGI:1914457	subviable	lethal	lethal	0.74851	0.425	1.399	0.030712919026012	0.0223176258709282	0.0420321857673797	-	-	-
HGNC:13940	LSM2	-2.295	y	y	MGI:90676	lethal	lethal	lethal	0.69842	0.447	1.132	0.0218579128180293	0.0154401141846887	0.0308578830038865	-	-	-
HGNC:17874	LSM3	-1.813	y	y	MGI:1914928	-	viable	viable	1.2056	0.716	1.85	0.0124891386698112	0.00997841688765066	0.0156140406365278	-	-	-
HGNC:17259	LSM4	-1.79	y	y	MGI:1354692	-	lethal	lethal	0.66717	0.445	1.027	0.0206187796406811	0.0159867422679478	0.0265334042636356	-	-	-
HGNC:17162	LSM5	-1.45	y	y	-	-	-	-	0.47627	0.193	1.442	0.00704299498596176	0.00545804374020903	0.0091176309693525	-	-	-
HGNC:17017	LSM6	-0.932	y	n	-	-	-	-	NA	NA	NA	0.387313921058981	0.134196112375068	0.870870381830644	-	-	-
HGNC:20470	LSM7	-1.869	y	y	-	-	-	-	1.1211	0.727	1.728	0.0199644660910914	0.0138827314022702	0.0284375827669173	-	-	-
HGNC:20471	LSM8	-1.749	y	y	MGI:1923772	lethal	lethal	lethal	0.8953	0.582	1.421	0.00522121885967971	0.00446744608852472	0.00608941005515283	-	-	-
HGNC:17562	LSM10	-0.567	y	n	-	-	-	-	0.86735	0.491	1.591	0.0239283287536759	0.0149549116491342	0.0382273299570085	-	-	-
HGNC:30860	LSM11	-0.825	y	n	MGI:1919540	-	viable	viable	0.59528	0.392	0.931	0.0408570303362775	0.0295670784068209	0.0566145851093172	?Aicardi-Goutieres syndrome 8, 619486 (3)	-	-
HGNC:26407	LSM12	-0.537	y	n	-	-	-	-	0	0	0.146	0.537904084956536	0.203100214725914	0.955078914652705	-	-	-
HGNC:24489	LSM14A	-0.332	n	n	MGI:1914320	-	viable	viable	0.27716	0.177	0.449	0.120336645350398	0.0780986306389136	0.185663039031314	-	-	-
HGNC:15887	LSM14B	0.094	n	n	MGI:3040677	viable	viable	viable	0.20876	0.122	0.377	0.20148234658164	0.114755198803228	0.349792994126931	-	-	-
HGNC:22036	LSMEM1	0.114	n	n	-	-	-	-	0.76236	0.469	1.292	0.00565910352695785	0.00476030981214626	0.00669343691096267	-	-	-
HGNC:26781	LSMEM2	0	n	n	-	-	-	-	1.1024	0.774	1.595	0.001931483506746	0.00176850395636211	0.00210917198178556	-	-	-
